com.mcdonalds.app 10000000
com.dd.doordash 10000000
com.ubercab.eats 100000000
com.hellofresh.androidapp 5000000
com.instacart.client 10000000
com.starbucks.mobilecard 10000000
com.dominospizza 10000000
com.grubhub.android 10000000
com.yelp.android 50000000
com.chickfila.cfaflagship 10000000
com.kfc.us.mobile 1000000
com.subway.mobile.subwayapp03 10000000
com.yum.pizzahut 10000000
com.sonic.sonicdrivein 10000000
com.emn8.mobilem8.nativeapp.bk 10000000
com.dunkinbrands.otgo 10000000
com.tacobell.ordering 10000000
crumbl.cookies 1000000
com.littlecaesars 10000000
com.wendys.nutritiontool 10000000
com.emn8.mobilem8.nativeapp.popeyes 5000000
com.papajohns.android 10000000
com.olo.dairyqueen.production 1000000
com.sei.android 10000000
com.chipotle.ordering 5000000
com.opentable 5000000
com.olo.ihop 1000000
com.slicelife.storefront 1000000
com.mobilaurus.wingstopandroid 1000000
com.seattleapplab.jerseymikes 1000000
com.snapfinger.mobile.zaxbys 1000000
com.Caseys.finder 1000000
com.hardees.ordering 100000
wb.mobile.cx.client.droid 1000000
com.relevantmobile.texasroadhouse 1000000
com.postmates.android 10000000
com.dutchbros.loyalty 1000000
com.panera.bread 5000000
com.app.tgtg 10000000
com.main.gopuff 5000000
com.toasttab.consumer 500000
com.carlsjr.ordering 100000
com.buffalowildwings.blazinrewards 1000000
com.jimmyjohns 1000000
com.arbys.android.arbysapp 1000000
com.murphy.driverewards 1000000
com.mcdo.mcdonalds 50000000
com.jackintheboxinc.JackMobileApp 1000000
com.foodtec.marcos 1000000
com.krispykreme.HotLights 1000000
com.olo.applebees 1000000
com.redrobin.appstore 100000
com.chuckecheese.app 500000
com.home.recipes.food.drink 1000000
com.raisingcanes.ordering 500000
com.pandaexpress.app 1000000
com.dennys.mobile 1000000
com.mcdonalds.mobileapp 100000000
org.pleinair.bojanglesmobile 100000
com.drizly.Drizly 1000000
com.darden.mobile.olivegarden 1000000
com.instacart.client.publix 1000000
com.buzzfeed.tasty 10000000
com.totalwine.app.store 500000
com.neighbfav.neighborfavor 1000000
com.beyondmenu 1000000
com.olo.jambajuice 500000
com.appsmyth.mobile.smoothieking 1000000
com.cardfree.android.redlobster 1000000
com.tropicalsmoothie.tropicalsmoothiecafe.android.app 1000000
com.tillster.frd_us_mobile 100000
com.paytronix.client.android.app.checkersandrallys 100000
com.flashfoodapp.android 1000000
com.goldencorralapp.app 100000
com.trubeacon.scooters_mobile_android 100000
com.hyvee.grocery 500000
com.crackerbarrel.app 1000000
app.quiktrip.com.quiktrip 1000000
com.shakeshack.android 500000
com.charleys.app 100000
com.foodient.whisk 1000000
com.olo.elpolloloco 1000000
com.seven.eleven.phoenix 1000000
com.supercook.app 1000000
com.olo.deltaco 500000
whitecastle.ordering 1000000
com.bobbyapproved 100000
com.trycaviar.customer 1000000
com.sayweee.weee 500000
com.outback.tampa 1000000
com.grability.rappi 50000000
com.grabtaxi.passenger 100000000
com.habit.mobile 100000
com.mccormick.flavormakers 500000
com.talabat 10000000
com.everyplate.android 500000
